label,rt,acc,sub,session,run
-1.0,1.6715373992919922,0.0,1.0,1.0,3.0
1.0,1.3758811950683594,1.0,1.0,1.0,3.0
1.0,1.520235300064087,1.0,1.0,1.0,3.0
-1.0,1.4085285663604736,1.0,1.0,1.0,3.0
-1.0,1.2812683582305908,0.0,1.0,1.0,3.0
1.0,1.433661937713623,1.0,1.0,1.0,3.0
-1.0,1.4658782482147217,0.0,1.0,1.0,3.0
-1.0,1.2983310222625732,1.0,1.0,1.0,3.0
-1.0,1.3707304000854492,0.0,1.0,1.0,3.0
1.0,1.459291934967041,1.0,1.0,1.0,3.0
1.0,1.2516651153564453,1.0,1.0,1.0,3.0
-1.0,1.3319520950317383,0.0,1.0,1.0,3.0
-1.0,1.3083336353302002,1.0,1.0,1.0,3.0
1.0,1.3567426204681396,1.0,1.0,1.0,3.0
-1.0,1.3333311080932617,1.0,1.0,1.0,3.0
1.0,1.3097176551818848,1.0,1.0,1.0,3.0
-1.0,1.542126178741455,1.0,1.0,1.0,3.0
-1.0,1.4303715229034424,1.0,1.0,1.0,3.0
1.0,1.4386563301086426,1.0,1.0,1.0,3.0
-1.0,1.431487798690796,0.0,1.0,1.0,3.0
1.0,1.2957830429077148,1.0,1.0,1.0,3.0
1.0,1.4000978469848633,1.0,1.0,1.0,3.0
-1.0,1.368415355682373,1.0,1.0,1.0,3.0
-1.0,1.3527636528015137,1.0,1.0,1.0,3.0
-1.0,1.2733705043792725,1.0,1.0,1.0,3.0
-1.0,1.4658491611480713,1.0,1.0,1.0,3.0
-1.0,1.4181902408599854,1.0,1.0,1.0,3.0
-1.0,1.2745227813720703,1.0,1.0,1.0,3.0
-1.0,1.29079008102417,1.0,1.0,1.0,3.0
-1.0,1.3234529495239258,1.0,1.0,1.0,3.0
1.0,1.3719182014465332,1.0,1.0,1.0,3.0
1.0,1.2681677341461182,1.0,1.0,1.0,3.0
-1.0,1.2766375541687012,1.0,1.0,1.0,3.0
-1.0,1.444807529449463,0.0,1.0,1.0,3.0
-1.0,1.2056286334991455,1.0,1.0,1.0,3.0
1.0,1.2858760356903076,1.0,1.0,1.0,3.0
-1.0,1.5263490676879883,1.0,1.0,1.0,3.0
-1.0,1.4305915832519531,1.0,1.0,1.0,3.0
-1.0,1.390193223953247,1.0,1.0,1.0,3.0
1.0,1.2389376163482666,1.0,1.0,1.0,3.0
-1.0,1.343233585357666,1.0,1.0,1.0,3.0
1.0,1.439629316329956,1.0,1.0,1.0,3.0
-1.0,1.4079678058624268,0.0,1.0,1.0,3.0
1.0,2.072303533554077,1.0,1.0,1.0,3.0
1.0,1.312931776046753,1.0,1.0,1.0,3.0
1.0,1.4014062881469727,1.0,1.0,1.0,3.0
1.0,1.4416499137878418,1.0,1.0,1.0,3.0
1.0,1.5060815811157227,1.0,1.0,1.0,3.0
-1.0,1.554382562637329,1.0,1.0,1.0,3.0
-1.0,1.227095603942871,1.0,1.0,1.0,3.0
-1.0,1.675398826599121,0.0,1.0,1.0,3.0
-1.0,1.299729585647583,1.0,1.0,1.0,3.0
-1.0,1.3161735534667969,1.0,1.0,1.0,3.0
1.0,1.3084003925323486,1.0,1.0,1.0,3.0
-1.0,1.3492252826690674,1.0,1.0,1.0,3.0
-1.0,1.3814539909362793,1.0,1.0,1.0,3.0
-1.0,1.3258140087127686,1.0,1.0,1.0,3.0
1.0,1.5342321395874023,1.0,1.0,1.0,3.0
1.0,1.3344345092773438,1.0,1.0,1.0,3.0
1.0,1.37516188621521,1.0,1.0,1.0,3.0
1.0,1.3435659408569336,1.0,1.0,1.0,3.0
-1.0,1.4958221912384033,0.0,1.0,1.0,3.0
-1.0,1.312164306640625,0.0,1.0,1.0,3.0
1.0,1.32053804397583,1.0,1.0,1.0,3.0
-1.0,1.40118408203125,1.0,1.0,1.0,3.0
-1.0,1.345510482788086,1.0,1.0,1.0,3.0
-1.0,1.4977657794952393,1.0,1.0,1.0,3.0
1.0,1.5781917572021484,1.0,1.0,1.0,3.0
-1.0,1.3545746803283691,1.0,1.0,1.0,3.0
-1.0,1.306286334991455,1.0,1.0,1.0,4.0
-1.0,1.2666473388671875,1.0,1.0,1.0,4.0
-1.0,1.3390095233917236,1.0,1.0,1.0,4.0
1.0,1.3233692646026611,1.0,1.0,1.0,4.0
1.0,1.3637773990631104,1.0,1.0,1.0,4.0
1.0,1.3084485530853271,1.0,1.0,1.0,4.0
-1.0,1.3807578086853027,1.0,1.0,1.0,4.0
-1.0,1.3090384006500244,1.0,1.0,1.0,4.0
-1.0,1.2213685512542725,1.0,1.0,1.0,4.0
-1.0,1.3897347450256348,1.0,1.0,1.0,4.0
-1.0,1.3584773540496826,1.0,1.0,1.0,4.0
-1.0,1.3667433261871338,1.0,1.0,1.0,4.0
-1.0,1.2951397895812988,0.0,1.0,1.0,4.0
-1.0,1.3594331741333008,1.0,1.0,1.0,4.0
-1.0,1.5196914672851562,0.0,1.0,1.0,4.0
-1.0,1.400428295135498,1.0,1.0,1.0,4.0
1.0,1.4888174533843994,1.0,1.0,1.0,4.0
1.0,1.369126319885254,1.0,1.0,1.0,4.0
-1.0,1.3694822788238525,1.0,1.0,1.0,4.0
1.0,1.417768955230713,1.0,1.0,1.0,4.0
1.0,1.4584548473358154,1.0,1.0,1.0,4.0
-1.0,1.6589195728302002,1.0,1.0,1.0,4.0
1.0,1.3552963733673096,1.0,1.0,1.0,4.0
-1.0,1.3395769596099854,1.0,1.0,1.0,4.0
1.0,1.5158441066741943,1.0,1.0,1.0,4.0
1.0,1.31654953956604,1.0,1.0,1.0,4.0
-1.0,1.2128791809082031,1.0,1.0,1.0,4.0
-1.0,1.4925739765167236,1.0,1.0,1.0,4.0
1.0,1.4208433628082275,1.0,1.0,1.0,4.0
1.0,1.6533334255218506,1.0,1.0,1.0,4.0
1.0,1.5019025802612305,1.0,1.0,1.0,4.0
1.0,1.4623827934265137,1.0,1.0,1.0,4.0
-1.0,1.342717170715332,1.0,1.0,1.0,4.0
1.0,1.6309375762939453,1.0,1.0,1.0,4.0
-1.0,1.3353116512298584,1.0,1.0,1.0,4.0
-1.0,1.4079995155334473,1.0,1.0,1.0,4.0
1.0,1.576326608657837,0.0,1.0,1.0,4.0
-1.0,1.3686532974243164,1.0,1.0,1.0,4.0
1.0,1.3930928707122803,1.0,1.0,1.0,4.0
-1.0,1.4732706546783447,1.0,1.0,1.0,4.0
-1.0,1.346050500869751,1.0,1.0,1.0,4.0
-1.0,1.6663854122161865,1.0,1.0,1.0,4.0
-1.0,1.282728672027588,0.0,1.0,1.0,4.0
1.0,1.2830696105957031,1.0,1.0,1.0,4.0
-1.0,1.6594514846801758,1.0,1.0,1.0,4.0
1.0,1.3320982456207275,1.0,1.0,1.0,4.0
-1.0,1.2764544486999512,1.0,1.0,1.0,4.0
-1.0,1.4928245544433594,1.0,1.0,1.0,4.0
-1.0,1.3571858406066895,1.0,1.0,1.0,4.0
1.0,1.4614624977111816,0.0,1.0,1.0,4.0
-1.0,1.4781322479248047,1.0,1.0,1.0,4.0
1.0,1.2706036567687988,1.0,1.0,1.0,4.0
-1.0,1.2307853698730469,1.0,1.0,1.0,4.0
-1.0,1.383310317993164,1.0,1.0,1.0,4.0
-1.0,1.3914813995361328,1.0,1.0,1.0,4.0
-1.0,1.376190423965454,1.0,1.0,1.0,4.0
1.0,1.3605177402496338,1.0,1.0,1.0,4.0
-1.0,1.4488029479980469,1.0,1.0,1.0,4.0
1.0,1.6252670288085938,1.0,1.0,1.0,4.0
1.0,1.3855597972869873,1.0,1.0,1.0,4.0
1.0,1.2981572151184082,1.0,1.0,1.0,4.0
-1.0,2.418520450592041,0.0,1.0,1.0,4.0
1.0,1.4669861793518066,1.0,1.0,1.0,4.0
-1.0,1.539302110671997,0.0,1.0,1.0,4.0
-1.0,1.3235642910003662,0.0,1.0,1.0,4.0
1.0,1.364363431930542,1.0,1.0,1.0,4.0
1.0,1.3246314525604248,1.0,1.0,1.0,4.0
1.0,1.405000925064087,1.0,1.0,1.0,4.0
1.0,0.3246955871582031,1.0,1.0,1.0,4.0
1.0,1.5169596672058105,1.0,1.0,1.0,4.0
-1.0,1.5336062908172607,1.0,1.0,1.0,4.0
-1.0,1.9420313835144043,1.0,1.0,1.0,4.0
1.0,1.4302334785461426,1.0,1.0,1.0,4.0
-1.0,1.7346501350402832,1.0,1.0,1.0,4.0
1.0,1.3669846057891846,1.0,1.0,1.0,4.0
-1.0,1.3436305522918701,0.0,1.0,1.0,4.0
-1.0,2.5119729042053223,1.0,1.0,1.0,4.0
-1.0,1.3604280948638916,1.0,1.0,1.0,4.0
1.0,1.2646584510803223,1.0,1.0,1.0,4.0
-1.0,1.3529717922210693,0.0,1.0,1.0,4.0
1.0,1.3136959075927734,1.0,1.0,1.0,4.0
-1.0,1.3780241012573242,0.0,1.0,1.0,4.0
1.0,1.442368507385254,1.0,1.0,1.0,4.0
1.0,1.338778018951416,0.0,1.0,1.0,4.0
-1.0,1.459136962890625,0.0,1.0,1.0,4.0
-1.0,1.3797416687011719,1.0,1.0,1.0,4.0
1.0,1.4759950637817383,1.0,1.0,1.0,4.0
-1.0,1.4524848461151123,1.0,1.0,1.0,4.0
1.0,0.0,0.0,1.0,1.0,4.0
-1.0,1.3731579780578613,0.0,1.0,1.0,4.0
1.0,1.3097431659698486,1.0,1.0,1.0,4.0
-1.0,1.3581368923187256,1.0,1.0,1.0,4.0
-1.0,0.0,0.0,1.0,1.0,4.0
-1.0,0.9917027950286865,1.0,1.0,1.0,4.0
1.0,1.3590223789215088,1.0,1.0,1.0,4.0
1.0,1.3679115772247314,1.0,1.0,1.0,4.0
-1.0,1.3201234340667725,1.0,1.0,1.0,4.0
1.0,1.3284411430358887,1.0,1.0,1.0,4.0
1.0,1.8488209247589111,0.0,1.0,1.0,4.0
-1.0,1.4012460708618164,1.0,1.0,1.0,4.0
-1.0,1.3975181579589844,1.0,1.0,1.0,5.0
1.0,1.3898799419403076,1.0,1.0,1.0,5.0
-1.0,1.4942331314086914,1.0,1.0,1.0,5.0
1.0,1.4066219329833984,1.0,1.0,1.0,5.0
-1.0,1.430934190750122,1.0,1.0,1.0,5.0
-1.0,1.631566047668457,1.0,1.0,1.0,5.0
1.0,1.359926700592041,1.0,1.0,1.0,5.0
-1.0,1.320389986038208,1.0,1.0,1.0,5.0
1.0,1.3445589542388916,1.0,1.0,1.0,5.0
-1.0,1.2809438705444336,1.0,1.0,1.0,5.0
-1.0,1.2816221714019775,0.0,1.0,1.0,5.0
1.0,1.4100029468536377,1.0,1.0,1.0,5.0
1.0,1.3063387870788574,1.0,1.0,1.0,5.0
1.0,1.3066513538360596,1.0,1.0,1.0,5.0
-1.0,1.3229668140411377,1.0,1.0,1.0,5.0
-1.0,1.3556439876556396,1.0,1.0,1.0,5.0
-1.0,1.40397047996521,1.0,1.0,1.0,5.0
1.0,1.3404231071472168,1.0,1.0,1.0,5.0
-1.0,1.4287309646606445,1.0,1.0,1.0,5.0
-1.0,1.581028699874878,1.0,1.0,1.0,5.0
-1.0,1.469679355621338,1.0,1.0,1.0,5.0
1.0,1.3420171737670898,1.0,1.0,1.0,5.0
-1.0,1.7503674030303955,1.0,1.0,1.0,5.0
1.0,1.326639175415039,1.0,1.0,1.0,5.0
-1.0,1.9190552234649658,1.0,1.0,1.0,5.0
1.0,1.5030326843261719,0.0,1.0,1.0,5.0
-1.0,1.3200383186340332,0.0,1.0,1.0,5.0
1.0,1.752319097518921,1.0,1.0,1.0,5.0
1.0,1.2881102561950684,1.0,1.0,1.0,5.0
1.0,1.5923709869384766,1.0,1.0,1.0,5.0
1.0,1.2971808910369873,1.0,1.0,1.0,5.0
-1.0,1.337428092956543,1.0,1.0,1.0,5.0
-1.0,1.2977557182312012,1.0,1.0,1.0,5.0
-1.0,1.8421518802642822,1.0,1.0,1.0,5.0
-1.0,1.4104490280151367,1.0,1.0,1.0,5.0
-1.0,1.3630871772766113,1.0,1.0,1.0,5.0
-1.0,1.3234808444976807,0.0,1.0,1.0,5.0
-1.0,1.5237362384796143,1.0,1.0,1.0,5.0
-1.0,1.308079719543457,0.0,1.0,1.0,5.0
-1.0,1.3484618663787842,0.0,1.0,1.0,5.0
-1.0,1.3091692924499512,1.0,1.0,1.0,5.0
1.0,1.6134998798370361,1.0,1.0,1.0,5.0
-1.0,0.0,0.0,1.0,1.0,5.0
-1.0,1.254192590713501,0.0,1.0,1.0,5.0
-1.0,1.3265173435211182,0.0,1.0,1.0,5.0
-1.0,1.3911538124084473,0.0,1.0,1.0,5.0
1.0,1.9115478992462158,1.0,1.0,1.0,5.0
-1.0,1.383894920349121,1.0,1.0,1.0,5.0
1.0,1.4243311882019043,0.0,1.0,1.0,5.0
-1.0,1.3765966892242432,1.0,1.0,1.0,5.0
1.0,1.6812622547149658,1.0,1.0,1.0,5.0
-1.0,1.4095776081085205,1.0,1.0,1.0,5.0
-1.0,1.321943759918213,0.0,1.0,1.0,5.0
1.0,1.6902999877929688,1.0,1.0,1.0,5.0
-1.0,1.4587349891662598,1.0,1.0,1.0,5.0
-1.0,1.443328619003296,1.0,1.0,1.0,5.0
-1.0,1.3156659603118896,1.0,1.0,1.0,5.0
1.0,1.4920446872711182,1.0,1.0,1.0,5.0
-1.0,1.4204270839691162,1.0,1.0,1.0,5.0
-1.0,1.2927541732788086,0.0,1.0,1.0,5.0
-1.0,1.3415353298187256,1.0,1.0,1.0,5.0
1.0,1.3578169345855713,1.0,1.0,1.0,5.0
1.0,1.3181071281433105,1.0,1.0,1.0,5.0
-1.0,1.3344950675964355,1.0,1.0,1.0,5.0
-1.0,1.958765983581543,0.0,1.0,1.0,5.0
1.0,0.0,0.0,1.0,1.0,5.0
1.0,0.0,0.0,1.0,1.0,5.0
-1.0,0.0,0.0,1.0,1.0,5.0
1.0,0.0,0.0,1.0,1.0,5.0
-1.0,0.0,0.0,1.0,1.0,5.0
1.0,1.5368354320526123,1.0,1.0,1.0,5.0
-1.0,1.3371601104736328,0.0,1.0,1.0,5.0
1.0,1.4254717826843262,1.0,1.0,1.0,5.0
-1.0,1.305891990661621,0.0,1.0,1.0,5.0
1.0,1.3301990032196045,1.0,1.0,1.0,5.0
-1.0,1.3468611240386963,1.0,1.0,1.0,5.0
-1.0,1.3791747093200684,0.0,1.0,1.0,5.0
