label,rt,acc,sub,session,run
-1.0,2.3866000175476074,1.0,1.0,1.0,3.0
-1.0,2.4003889560699463,0.0,1.0,1.0,3.0
-1.0,2.4883928298950195,0.0,1.0,1.0,3.0
-1.0,2.523772954940796,1.0,1.0,1.0,3.0
-1.0,0.0,0.0,1.0,1.0,3.0
-1.0,0.6527829170227051,0.0,1.0,1.0,3.0
-1.0,2.3919079303741455,1.0,1.0,1.0,3.0
-1.0,2.7444510459899902,1.0,1.0,1.0,3.0
-1.0,2.47605299949646,1.0,1.0,1.0,3.0
1.0,2.619084119796753,1.0,1.0,1.0,3.0
1.0,2.4989922046661377,1.0,1.0,1.0,3.0
1.0,2.5280380249023438,1.0,1.0,1.0,3.0
1.0,2.4171299934387207,1.0,1.0,1.0,3.0
-1.0,2.5203518867492676,1.0,1.0,1.0,3.0
1.0,2.817678928375244,1.0,1.0,1.0,3.0
-1.0,2.4499599933624268,1.0,1.0,1.0,3.0
-1.0,2.3613779544830322,1.0,1.0,1.0,3.0
1.0,2.419275999069214,1.0,1.0,1.0,3.0
1.0,2.474855899810791,1.0,1.0,1.0,3.0
1.0,2.738095998764038,1.0,1.0,1.0,3.0
-1.0,2.433804988861084,1.0,1.0,1.0,3.0
1.0,2.7032740116119385,0.0,1.0,1.0,3.0
-1.0,2.64261794090271,1.0,1.0,1.0,3.0
-1.0,2.4489760398864746,0.0,1.0,1.0,3.0
1.0,2.5643742084503174,0.0,1.0,1.0,3.0
1.0,2.3938839435577393,1.0,1.0,1.0,3.0
-1.0,2.68086314201355,1.0,1.0,1.0,4.0
-1.0,2.617979049682617,1.0,1.0,1.0,4.0
1.0,2.46948504447937,1.0,1.0,1.0,4.0
1.0,2.3871450424194336,1.0,1.0,1.0,4.0
-1.0,0.0,0.0,1.0,1.0,4.0
1.0,2.40822696685791,1.0,1.0,1.0,4.0
1.0,2.374643087387085,1.0,1.0,1.0,4.0
1.0,2.402801036834717,0.0,1.0,1.0,4.0
-1.0,2.5926549434661865,1.0,1.0,1.0,4.0
-1.0,2.4129559993743896,1.0,1.0,1.0,4.0
-1.0,2.4647629261016846,0.0,1.0,1.0,4.0
1.0,2.4875850677490234,0.0,1.0,1.0,4.0
-1.0,2.454771041870117,1.0,1.0,1.0,4.0
1.0,2.4251129627227783,1.0,1.0,1.0,4.0
-1.0,2.4347121715545654,0.0,1.0,1.0,4.0
1.0,2.361307144165039,1.0,1.0,1.0,4.0
1.0,2.6867032051086426,1.0,1.0,1.0,4.0
-1.0,2.58205509185791,1.0,1.0,1.0,4.0
1.0,2.3750619888305664,1.0,1.0,1.0,4.0
1.0,2.409040927886963,1.0,1.0,1.0,4.0
1.0,2.6475648880004883,0.0,1.0,1.0,4.0
-1.0,2.5940401554107666,1.0,1.0,1.0,4.0
1.0,2.4822020530700684,1.0,1.0,1.0,4.0
-1.0,2.400887966156006,1.0,1.0,1.0,4.0
-1.0,2.537877082824707,1.0,1.0,1.0,4.0
1.0,2.3284130096435547,1.0,1.0,1.0,4.0
-1.0,2.450587034225464,1.0,1.0,1.0,4.0
-1.0,2.586493968963623,1.0,1.0,1.0,4.0
-1.0,2.5304999351501465,0.0,1.0,1.0,4.0
-1.0,2.4176201820373535,1.0,1.0,1.0,4.0
-1.0,2.319916009902954,1.0,1.0,1.0,4.0
1.0,2.423868179321289,1.0,1.0,1.0,4.0
1.0,2.64152193069458,1.0,1.0,1.0,4.0
-1.0,2.5852210521698,1.0,1.0,1.0,4.0
1.0,2.493356943130493,1.0,1.0,1.0,4.0
-1.0,2.398883104324341,1.0,1.0,1.0,4.0
1.0,2.4808709621429443,1.0,1.0,1.0,4.0
1.0,2.47747802734375,1.0,1.0,1.0,4.0
-1.0,2.440626859664917,1.0,1.0,1.0,4.0
-1.0,2.505551815032959,0.0,1.0,1.0,4.0
-1.0,2.366499900817871,0.0,1.0,1.0,4.0
-1.0,2.410141944885254,0.0,1.0,1.0,4.0
-1.0,2.504908800125122,1.0,1.0,1.0,4.0
-1.0,2.632894992828369,1.0,1.0,1.0,4.0
-1.0,2.5185132026672363,1.0,1.0,1.0,4.0
1.0,2.359588146209717,1.0,1.0,1.0,4.0
-1.0,2.3513338565826416,0.0,1.0,1.0,4.0
-1.0,2.424468994140625,1.0,1.0,1.0,4.0
1.0,2.4010589122772217,1.0,1.0,1.0,4.0
1.0,2.418992042541504,1.0,1.0,1.0,4.0
-1.0,2.4052748680114746,1.0,1.0,1.0,4.0
-1.0,2.4629509449005127,1.0,1.0,1.0,4.0
1.0,2.349653959274292,1.0,1.0,1.0,4.0
-1.0,2.2809500694274902,0.0,1.0,1.0,4.0
1.0,1.9772231578826904,1.0,1.0,1.0,4.0
-1.0,2.3975300788879395,1.0,1.0,1.0,4.0
-1.0,2.386245012283325,0.0,1.0,1.0,4.0
-1.0,2.639533042907715,1.0,1.0,1.0,4.0
1.0,2.5607359409332275,0.0,1.0,1.0,4.0
-1.0,2.5830078125,1.0,1.0,1.0,4.0
-1.0,2.4654479026794434,1.0,1.0,1.0,5.0
1.0,2.4698150157928467,0.0,1.0,1.0,5.0
-1.0,2.404189109802246,0.0,1.0,1.0,5.0
-1.0,2.4447898864746094,0.0,1.0,1.0,5.0
1.0,2.252931833267212,1.0,1.0,1.0,5.0
1.0,2.385483980178833,1.0,1.0,1.0,5.0
1.0,2.444417953491211,0.0,1.0,1.0,5.0
-1.0,2.292074203491211,1.0,1.0,1.0,5.0
-1.0,2.4583239555358887,0.0,1.0,1.0,5.0
1.0,2.3807010650634766,0.0,1.0,1.0,5.0
1.0,2.3774750232696533,0.0,1.0,1.0,5.0
-1.0,2.4910619258880615,1.0,1.0,1.0,5.0
1.0,2.4487218856811523,0.0,1.0,1.0,5.0
1.0,2.4636688232421875,0.0,1.0,1.0,5.0
1.0,2.359614849090576,1.0,1.0,1.0,5.0
-1.0,2.3833909034729004,1.0,1.0,1.0,5.0
-1.0,2.4768168926239014,1.0,1.0,1.0,5.0
1.0,2.4858620166778564,1.0,1.0,1.0,5.0
1.0,2.445733070373535,0.0,1.0,1.0,5.0
1.0,2.389561891555786,0.0,1.0,1.0,5.0
1.0,1.7799229621887207,0.0,1.0,1.0,5.0
1.0,2.475605010986328,1.0,1.0,1.0,5.0
-1.0,2.557997941970825,1.0,1.0,1.0,5.0
-1.0,2.529888868331909,0.0,1.0,1.0,5.0
1.0,2.694650888442993,1.0,1.0,1.0,5.0
1.0,2.437592029571533,1.0,1.0,1.0,5.0
1.0,2.5640921592712402,1.0,1.0,1.0,5.0
1.0,2.4372310638427734,1.0,1.0,1.0,5.0
1.0,2.3719568252563477,0.0,1.0,1.0,5.0
-1.0,0.0,0.0,1.0,1.0,5.0
-1.0,2.3860020637512207,1.0,1.0,1.0,5.0
-1.0,2.3863821029663086,1.0,1.0,1.0,5.0
-1.0,0.0,0.0,1.0,1.0,5.0
-1.0,2.3896238803863525,1.0,1.0,1.0,5.0
1.0,2.138646125793457,0.0,1.0,1.0,5.0
1.0,2.3460681438446045,1.0,1.0,1.0,5.0
1.0,2.555986166000366,1.0,1.0,1.0,5.0
1.0,2.53996205329895,1.0,1.0,1.0,5.0
-1.0,2.4431099891662598,1.0,1.0,1.0,5.0
-1.0,2.5228171348571777,1.0,1.0,1.0,5.0
-1.0,2.3544600009918213,1.0,1.0,1.0,5.0
-1.0,2.490010976791382,1.0,1.0,1.0,5.0
-1.0,2.4615678787231445,1.0,1.0,1.0,5.0
-1.0,2.4514780044555664,1.0,1.0,1.0,5.0
-1.0,2.516324043273926,1.0,1.0,1.0,5.0
-1.0,2.340639114379883,0.0,1.0,1.0,5.0
1.0,2.4399890899658203,1.0,1.0,1.0,5.0
-1.0,2.382025957107544,1.0,1.0,1.0,5.0
-1.0,2.4523890018463135,1.0,1.0,1.0,5.0
1.0,2.424561023712158,0.0,1.0,1.0,5.0
-1.0,2.4106459617614746,0.0,1.0,1.0,5.0
1.0,2.6216390132904053,1.0,1.0,1.0,5.0
1.0,2.394990921020508,1.0,1.0,1.0,5.0
1.0,2.5854032039642334,1.0,1.0,1.0,5.0
-1.0,2.4950170516967773,1.0,1.0,1.0,5.0
-1.0,2.3798060417175293,1.0,1.0,1.0,5.0
-1.0,2.4275131225585938,0.0,1.0,1.0,5.0
1.0,2.489068031311035,1.0,1.0,1.0,5.0
1.0,2.4854540824890137,1.0,1.0,1.0,5.0
-1.0,2.4034080505371094,1.0,1.0,1.0,5.0
-1.0,2.4781248569488525,1.0,1.0,1.0,6.0
1.0,2.385093927383423,1.0,1.0,1.0,6.0
-1.0,2.424085855484009,1.0,1.0,1.0,6.0
-1.0,2.4269120693206787,1.0,1.0,1.0,6.0
-1.0,2.8144009113311768,1.0,1.0,1.0,6.0
-1.0,2.3950259685516357,1.0,1.0,1.0,6.0
-1.0,2.4897360801696777,1.0,1.0,1.0,6.0
1.0,2.624574899673462,1.0,1.0,1.0,6.0
-1.0,2.400938034057617,1.0,1.0,1.0,6.0
1.0,2.5095739364624023,1.0,1.0,1.0,6.0
1.0,2.75280499458313,1.0,1.0,1.0,6.0
1.0,2.515101194381714,1.0,1.0,1.0,6.0
-1.0,2.6358609199523926,1.0,1.0,1.0,6.0
-1.0,2.4204158782958984,0.0,1.0,1.0,6.0
1.0,2.67975115776062,1.0,1.0,1.0,6.0
1.0,2.4879090785980225,1.0,1.0,1.0,6.0
-1.0,2.3846569061279297,1.0,1.0,1.0,6.0
-1.0,2.514686107635498,1.0,1.0,1.0,6.0
1.0,2.4810540676116943,1.0,1.0,1.0,6.0
-1.0,2.464168071746826,1.0,1.0,1.0,6.0
-1.0,2.4783918857574463,1.0,1.0,1.0,6.0
1.0,2.4337708950042725,1.0,1.0,1.0,6.0
-1.0,2.4484519958496094,1.0,1.0,1.0,6.0
1.0,2.4751570224761963,0.0,1.0,1.0,6.0
-1.0,2.4667868614196777,1.0,1.0,1.0,6.0
-1.0,2.4383339881896973,1.0,1.0,1.0,6.0
-1.0,2.384927988052368,0.0,1.0,1.0,6.0
1.0,2.899775981903076,1.0,1.0,1.0,6.0
-1.0,2.4999260902404785,1.0,1.0,1.0,6.0
1.0,2.421396017074585,0.0,1.0,1.0,6.0
1.0,2.3676979541778564,0.0,1.0,1.0,6.0
-1.0,0.0,0.0,1.0,1.0,6.0
-1.0,2.4594709873199463,1.0,1.0,1.0,6.0
-1.0,2.397686004638672,1.0,1.0,1.0,6.0
-1.0,2.462367057800293,1.0,1.0,1.0,6.0
-1.0,2.4470510482788086,1.0,1.0,1.0,6.0
-1.0,2.491676092147827,1.0,1.0,1.0,6.0
1.0,2.5550971031188965,1.0,1.0,1.0,6.0
-1.0,2.5524959564208984,1.0,1.0,1.0,6.0
1.0,2.4109208583831787,1.0,1.0,1.0,6.0
-1.0,2.357787847518921,1.0,1.0,1.0,6.0
-1.0,2.4114580154418945,1.0,1.0,1.0,6.0
-1.0,2.5674328804016113,1.0,1.0,1.0,6.0
-1.0,2.426936149597168,1.0,1.0,1.0,6.0
1.0,2.3454840183258057,1.0,1.0,1.0,6.0
-1.0,2.400710105895996,1.0,1.0,1.0,6.0
-1.0,2.4437098503112793,1.0,1.0,1.0,6.0
1.0,2.4251210689544678,1.0,1.0,1.0,6.0
-1.0,2.365247964859009,0.0,1.0,1.0,6.0
1.0,2.546463966369629,1.0,1.0,1.0,6.0
1.0,2.390807867050171,1.0,1.0,1.0,6.0
-1.0,2.4201951026916504,1.0,1.0,1.0,6.0
1.0,2.4514801502227783,1.0,1.0,1.0,6.0
1.0,2.63588285446167,1.0,1.0,1.0,6.0
1.0,2.3898439407348633,1.0,1.0,1.0,6.0
-1.0,2.3430380821228027,1.0,1.0,1.0,6.0
1.0,1.9728310108184814,1.0,1.0,1.0,6.0
1.0,1.9905190467834473,0.0,1.0,1.0,6.0
1.0,2.426614999771118,1.0,1.0,1.0,6.0
1.0,2.6041440963745117,0.0,1.0,1.0,6.0
1.0,2.4494261741638184,0.0,1.0,1.0,7.0
-1.0,2.5015149116516113,1.0,1.0,1.0,7.0
-1.0,2.502203941345215,1.0,1.0,1.0,7.0
-1.0,2.3582510948181152,0.0,1.0,1.0,7.0
-1.0,2.36006498336792,1.0,1.0,1.0,7.0
1.0,2.181710958480835,0.0,1.0,1.0,7.0
-1.0,2.216780185699463,1.0,1.0,1.0,7.0
-1.0,2.470957040786743,1.0,1.0,1.0,7.0
1.0,2.454594135284424,1.0,1.0,1.0,7.0
1.0,2.394109010696411,1.0,1.0,1.0,7.0
1.0,2.7032759189605713,1.0,1.0,1.0,7.0
-1.0,2.3847579956054688,1.0,1.0,1.0,7.0
1.0,2.514798164367676,0.0,1.0,1.0,7.0
1.0,2.517914056777954,1.0,1.0,1.0,7.0
-1.0,2.458087921142578,0.0,1.0,1.0,7.0
1.0,2.2583320140838623,0.0,1.0,1.0,7.0
-1.0,2.5223779678344727,1.0,1.0,1.0,7.0
-1.0,2.4981958866119385,1.0,1.0,1.0,7.0
-1.0,2.3590550422668457,1.0,1.0,1.0,7.0
-1.0,2.3133230209350586,1.0,1.0,1.0,7.0
-1.0,2.476339817047119,1.0,1.0,1.0,7.0
1.0,2.388913869857788,1.0,1.0,1.0,7.0
-1.0,2.362210988998413,0.0,1.0,1.0,7.0
1.0,2.6711080074310303,1.0,1.0,1.0,7.0
1.0,2.376924991607666,1.0,1.0,1.0,7.0
1.0,2.368414878845215,1.0,1.0,1.0,7.0
-1.0,2.487122058868408,1.0,1.0,1.0,7.0
-1.0,2.5018081665039062,1.0,1.0,1.0,7.0
1.0,2.3609869480133057,1.0,1.0,1.0,7.0
-1.0,2.5469839572906494,1.0,1.0,1.0,7.0
1.0,2.4000940322875977,1.0,1.0,1.0,7.0
-1.0,2.4575538635253906,0.0,1.0,1.0,7.0
-1.0,2.6039509773254395,1.0,1.0,1.0,7.0
-1.0,2.4833500385284424,1.0,1.0,1.0,7.0
1.0,2.3053250312805176,1.0,1.0,1.0,7.0
-1.0,2.357194185256958,1.0,1.0,1.0,7.0
-1.0,2.3503401279449463,1.0,1.0,1.0,7.0
-1.0,2.601452112197876,1.0,1.0,1.0,7.0
1.0,2.4036707878112793,1.0,1.0,1.0,7.0
-1.0,2.400053024291992,1.0,1.0,1.0,7.0
1.0,2.527667999267578,0.0,1.0,1.0,7.0
-1.0,2.447448968887329,1.0,1.0,1.0,7.0
-1.0,2.4480319023132324,1.0,1.0,1.0,7.0
1.0,2.2956159114837646,1.0,1.0,1.0,7.0
-1.0,2.4355969429016113,1.0,1.0,1.0,7.0
1.0,2.3854830265045166,1.0,1.0,1.0,7.0
-1.0,2.464761972427368,1.0,1.0,1.0,7.0
-1.0,2.4315969944000244,0.0,1.0,1.0,7.0
-1.0,2.4932680130004883,1.0,1.0,1.0,7.0
-1.0,2.489665985107422,1.0,1.0,1.0,7.0
-1.0,2.446394920349121,1.0,1.0,1.0,7.0
1.0,2.4590890407562256,1.0,1.0,1.0,7.0
-1.0,2.4893131256103516,0.0,1.0,1.0,7.0
1.0,2.4300389289855957,1.0,1.0,1.0,7.0
1.0,2.5030109882354736,1.0,1.0,1.0,7.0
-1.0,2.470586061477661,1.0,1.0,1.0,7.0
1.0,2.424107789993286,1.0,1.0,1.0,7.0
1.0,2.428339958190918,1.0,1.0,1.0,7.0
1.0,2.5530591011047363,1.0,1.0,1.0,7.0
-1.0,2.49570894241333,0.0,1.0,1.0,7.0
1.0,2.579413890838623,1.0,1.0,1.0,8.0
-1.0,2.4176559448242188,1.0,1.0,1.0,8.0
1.0,2.4011411666870117,1.0,1.0,1.0,8.0
-1.0,2.5431458950042725,1.0,1.0,1.0,8.0
-1.0,2.481081008911133,0.0,1.0,1.0,8.0
-1.0,2.4578821659088135,1.0,1.0,1.0,8.0
-1.0,2.471081018447876,1.0,1.0,1.0,8.0
1.0,2.4070801734924316,1.0,1.0,1.0,8.0
1.0,2.47747802734375,1.0,1.0,1.0,8.0
-1.0,2.428083896636963,1.0,1.0,1.0,8.0
-1.0,2.4466779232025146,1.0,1.0,1.0,8.0
-1.0,2.429405927658081,1.0,1.0,1.0,8.0
1.0,2.45585298538208,0.0,1.0,1.0,8.0
-1.0,2.434983015060425,0.0,1.0,1.0,8.0
1.0,2.3834609985351562,1.0,1.0,1.0,8.0
1.0,2.4351091384887695,1.0,1.0,1.0,8.0
1.0,2.5862410068511963,1.0,1.0,1.0,8.0
-1.0,2.5333738327026367,1.0,1.0,1.0,8.0
-1.0,2.456987142562866,0.0,1.0,1.0,8.0
1.0,2.4551079273223877,1.0,1.0,1.0,8.0
-1.0,2.47664213180542,1.0,1.0,1.0,8.0
1.0,2.5351150035858154,0.0,1.0,1.0,8.0
-1.0,2.474233865737915,1.0,1.0,1.0,8.0
-1.0,2.495285987854004,1.0,1.0,1.0,8.0
1.0,2.488668203353882,1.0,1.0,1.0,8.0
1.0,2.4188289642333984,1.0,1.0,1.0,8.0
-1.0,2.5489180088043213,1.0,1.0,1.0,8.0
-1.0,2.5456600189208984,1.0,1.0,1.0,8.0
1.0,2.4152040481567383,1.0,1.0,1.0,8.0
-1.0,2.550520896911621,1.0,1.0,1.0,8.0
1.0,2.5220019817352295,1.0,1.0,1.0,8.0
1.0,2.4487340450286865,1.0,1.0,1.0,8.0
-1.0,2.3878979682922363,1.0,1.0,1.0,8.0
-1.0,2.5710289478302,1.0,1.0,1.0,8.0
-1.0,2.5269980430603027,1.0,1.0,1.0,8.0
-1.0,1.9663748741149902,1.0,1.0,1.0,8.0
-1.0,2.4691741466522217,1.0,1.0,1.0,8.0
1.0,0.0,0.0,1.0,1.0,8.0
1.0,2.1647701263427734,0.0,1.0,1.0,8.0
1.0,2.545203924179077,0.0,1.0,1.0,8.0
-1.0,2.4679110050201416,0.0,1.0,1.0,8.0
1.0,2.4476399421691895,1.0,1.0,1.0,8.0
1.0,2.4380440711975098,0.0,1.0,1.0,8.0
1.0,2.4677610397338867,1.0,1.0,1.0,8.0
1.0,2.4536361694335938,1.0,1.0,1.0,8.0
1.0,2.331982135772705,1.0,1.0,1.0,8.0
-1.0,2.448949098587036,1.0,1.0,1.0,8.0
1.0,2.450277805328369,0.0,1.0,1.0,8.0
1.0,2.553499937057495,0.0,1.0,1.0,8.0
-1.0,2.5369811058044434,1.0,1.0,1.0,8.0
-1.0,2.4369051456451416,0.0,1.0,1.0,8.0
1.0,2.5377860069274902,1.0,1.0,1.0,8.0
-1.0,2.4445409774780273,1.0,1.0,1.0,8.0
-1.0,2.6169040203094482,0.0,1.0,1.0,8.0
-1.0,2.4684669971466064,1.0,1.0,1.0,8.0
-1.0,2.397125005722046,0.0,1.0,1.0,8.0
1.0,2.496716022491455,1.0,1.0,1.0,8.0
-1.0,2.597238063812256,1.0,1.0,1.0,8.0
-1.0,2.510136127471924,1.0,1.0,1.0,8.0
